account_transaction_id,transaction_date,customer_id,customer_name,partner_id,partner_name,warehouse_id,warehouse_name,creator_type,creator_id,description,total,Below Min Storage,Carrier Fees,Credit Card,Manual Payment,Pack,Packaging,Payment Processing,Pick,Storage,package_count,merch_count
106522805,2021-06-08 15:08:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017399,Total charges for Order 26017399,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522826,2021-06-08 15:08:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017400,Total charges for Order 26017400,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522843,2021-06-08 15:08:49,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017401,Total charges for Order 26017401,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522862,2021-06-08 15:08:54,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017402,Total charges for Order 26017402,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522897,2021-06-08 15:08:59,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017403,Total charges for Order 26017403,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522912,2021-06-08 15:09:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017404,Total charges for Order 26017404,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522933,2021-06-08 15:09:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017405,Total charges for Order 26017405,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106522949,2021-06-08 15:09:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017407,Total charges for Order 26017407,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523057,2021-06-08 15:09:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017408,Total charges for Order 26017408,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523069,2021-06-08 15:09:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017409,Total charges for Order 26017409,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523093,2021-06-08 15:09:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017410,Total charges for Order 26017410,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523116,2021-06-08 15:09:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017411,Total charges for Order 26017411,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523121,2021-06-08 15:09:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017412,Total charges for Order 26017412,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523133,2021-06-08 15:09:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017413,Total charges for Order 26017413,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106523705,2021-06-08 15:12:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017363,Total charges for Order 26017363,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106525796,2021-06-08 15:21:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017414,Total charges for Order 26017414,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526867,2021-06-08 15:25:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017415,Total charges for Order 26017415,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526883,2021-06-08 15:25:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017416,Total charges for Order 26017416,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526906,2021-06-08 15:25:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017417,Total charges for Order 26017417,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526925,2021-06-08 15:25:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017418,Total charges for Order 26017418,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526951,2021-06-08 15:25:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017419,Total charges for Order 26017419,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526960,2021-06-08 15:25:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017420,Total charges for Order 26017420,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526971,2021-06-08 15:25:51,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017424,Total charges for Order 26017424,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106526983,2021-06-08 15:25:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017426,Total charges for Order 26017426,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527001,2021-06-08 15:25:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017427,Total charges for Order 26017427,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527012,2021-06-08 15:26:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017428,Total charges for Order 26017428,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527036,2021-06-08 15:26:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017430,Total charges for Order 26017430,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527045,2021-06-08 15:26:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017431,Total charges for Order 26017431,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527076,2021-06-08 15:26:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017434,Total charges for Order 26017434,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527092,2021-06-08 15:26:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017432,Total charges for Order 26017432,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527124,2021-06-08 15:26:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017435,Total charges for Order 26017435,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527135,2021-06-08 15:26:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017436,Total charges for Order 26017436,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527139,2021-06-08 15:26:21,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017437,Total charges for Order 26017437,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527143,2021-06-08 15:26:24,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017438,Total charges for Order 26017438,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527150,2021-06-08 15:26:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017439,Total charges for Order 26017439,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527163,2021-06-08 15:26:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017441,Total charges for Order 26017441,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527189,2021-06-08 15:26:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017442,Total charges for Order 26017442,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527214,2021-06-08 15:26:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017443,Total charges for Order 26017443,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527223,2021-06-08 15:26:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017444,Total charges for Order 26017444,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527242,2021-06-08 15:26:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017445,Total charges for Order 26017445,-16.89,0.0,-13.19,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527248,2021-06-08 15:26:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017446,Total charges for Order 26017446,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527257,2021-06-08 15:26:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017447,Total charges for Order 26017447,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527267,2021-06-08 15:26:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017448,Total charges for Order 26017448,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527279,2021-06-08 15:26:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017449,Total charges for Order 26017449,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527297,2021-06-08 15:26:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017450,Total charges for Order 26017450,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527311,2021-06-08 15:26:59,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017451,Total charges for Order 26017451,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527320,2021-06-08 15:27:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017452,Total charges for Order 26017452,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527342,2021-06-08 15:27:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017454,Total charges for Order 26017454,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527359,2021-06-08 15:27:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017455,Total charges for Order 26017455,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527369,2021-06-08 15:27:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017456,Total charges for Order 26017456,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527383,2021-06-08 15:27:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017457,Total charges for Order 26017457,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527398,2021-06-08 15:27:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017459,Total charges for Order 26017459,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527403,2021-06-08 15:27:19,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017460,Total charges for Order 26017460,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527419,2021-06-08 15:27:22,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017461,Total charges for Order 26017461,-16.89,0.0,-13.19,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527470,2021-06-08 15:27:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017462,Total charges for Order 26017462,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527479,2021-06-08 15:27:36,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017463,Total charges for Order 26017463,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527500,2021-06-08 15:27:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017464,Total charges for Order 26017464,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527509,2021-06-08 15:27:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017468,Total charges for Order 26017468,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527521,2021-06-08 15:27:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017471,Total charges for Order 26017471,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527533,2021-06-08 15:27:51,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017472,Total charges for Order 26017472,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527544,2021-06-08 15:27:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017473,Total charges for Order 26017473,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527563,2021-06-08 15:27:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017474,Total charges for Order 26017474,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527585,2021-06-08 15:28:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017475,Total charges for Order 26017475,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527593,2021-06-08 15:28:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017476,Total charges for Order 26017476,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106527601,2021-06-08 15:28:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017477,Total charges for Order 26017477,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533456,2021-06-08 15:47:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017478,Total charges for Order 26017478,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533844,2021-06-08 15:49:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017479,Total charges for Order 26017479,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533860,2021-06-08 15:49:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017480,Total charges for Order 26017480,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533883,2021-06-08 15:49:10,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017481,Total charges for Order 26017481,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533903,2021-06-08 15:49:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017482,Total charges for Order 26017482,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533915,2021-06-08 15:49:17,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017483,Total charges for Order 26017483,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533935,2021-06-08 15:49:20,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017485,Total charges for Order 26017485,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533957,2021-06-08 15:49:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017486,Total charges for Order 26017486,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533977,2021-06-08 15:49:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017487,Total charges for Order 26017487,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106533997,2021-06-08 15:49:31,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017488,Total charges for Order 26017488,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534019,2021-06-08 15:49:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017489,Total charges for Order 26017489,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534047,2021-06-08 15:49:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017490,Total charges for Order 26017490,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534075,2021-06-08 15:49:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017491,Total charges for Order 26017491,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534095,2021-06-08 15:49:49,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017492,Total charges for Order 26017492,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534111,2021-06-08 15:49:52,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017493,Total charges for Order 26017493,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534134,2021-06-08 15:49:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017494,Total charges for Order 26017494,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534143,2021-06-08 15:50:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017495,Total charges for Order 26017495,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534155,2021-06-08 15:50:03,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017496,Total charges for Order 26017496,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534163,2021-06-08 15:50:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017497,Total charges for Order 26017497,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534183,2021-06-08 15:50:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017499,Total charges for Order 26017499,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534196,2021-06-08 15:50:10,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017500,Total charges for Order 26017500,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534235,2021-06-08 15:50:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017501,Total charges for Order 26017501,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534307,2021-06-08 15:50:24,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017502,Total charges for Order 26017502,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534327,2021-06-08 15:50:27,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017503,Total charges for Order 26017503,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534366,2021-06-08 15:50:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017504,Total charges for Order 26017504,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534421,2021-06-08 15:50:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017505,Total charges for Order 26017505,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534427,2021-06-08 15:50:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017506,Total charges for Order 26017506,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534438,2021-06-08 15:50:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017507,Total charges for Order 26017507,-16.89,0.0,-13.19,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534447,2021-06-08 15:50:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017508,Total charges for Order 26017508,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534471,2021-06-08 15:50:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017509,Total charges for Order 26017509,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534485,2021-06-08 15:50:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017511,Total charges for Order 26017511,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534529,2021-06-08 15:50:56,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017512,Total charges for Order 26017512,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534540,2021-06-08 15:50:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017513,Total charges for Order 26017513,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534557,2021-06-08 15:51:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017514,Total charges for Order 26017514,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534567,2021-06-08 15:51:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017515,Total charges for Order 26017515,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534625,2021-06-08 15:51:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017516,Total charges for Order 26017516,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534650,2021-06-08 15:51:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017517,Total charges for Order 26017517,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534688,2021-06-08 15:51:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017518,Total charges for Order 26017518,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534719,2021-06-08 15:51:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017519,Total charges for Order 26017519,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534743,2021-06-08 15:51:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017520,Total charges for Order 26017520,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534761,2021-06-08 15:51:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017522,Total charges for Order 26017522,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534779,2021-06-08 15:51:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017523,Total charges for Order 26017523,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534787,2021-06-08 15:51:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017524,Total charges for Order 26017524,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534815,2021-06-08 15:51:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017525,Total charges for Order 26017525,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534824,2021-06-08 15:51:51,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017526,Total charges for Order 26017526,-18.96,0.0,-15.26,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534843,2021-06-08 15:51:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017527,Total charges for Order 26017527,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534889,2021-06-08 15:51:59,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017528,Total charges for Order 26017528,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534902,2021-06-08 15:52:02,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017529,Total charges for Order 26017529,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534930,2021-06-08 15:52:05,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017530,Total charges for Order 26017530,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106534935,2021-06-08 15:52:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017531,Total charges for Order 26017531,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106564744,2021-06-08 17:52:13,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017532,Total charges for Order 26017532,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106564752,2021-06-08 17:52:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017533,Total charges for Order 26017533,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106564768,2021-06-08 17:52:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017534,Total charges for Order 26017534,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106564784,2021-06-08 17:52:21,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017536,Total charges for Order 26017536,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
106564808,2021-06-08 17:52:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,26017537,Total charges for Order 26017537,-7.5,0.0,-3.8,0.0,0.0,-2.5,-1.2,0.0,0.0,0.0,1,1.0
