account_transaction_id,transaction_date,customer_id,customer_name,partner_id,partner_name,warehouse_id,warehouse_name,creator_type,creator_id,description,total,Below Min Storage,Carrier Fees,Credit Card,Pack,Packaging,Payment Processing,Pick,Project,Scancoding,Storage,Whiplash Error,package_count,merch_count
96322196,2021-04-08 17:48:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23208130,Total charges for Order 23208130,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96322214,2021-04-08 17:49:00,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23208131,Total charges for Order 23208131,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96322227,2021-04-08 17:49:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23208133,Total charges for Order 23208133,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96322239,2021-04-08 17:49:08,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23376604,Total charges for Order 23376604,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96322259,2021-04-08 17:49:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23474624,Total charges for Order 23474624,-16.38,0.0,-12.68,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96322269,2021-04-08 17:49:13,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23476246,Total charges for Order 23476246,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96322279,2021-04-08 17:49:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23568726,Total charges for Order 23568726,-16.38,0.0,-12.68,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96327925,2021-04-08 18:13:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813877,Total charges for Order 22813877,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328741,2021-04-08 18:16:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813878,Total charges for Order 22813878,-15.7,0.0,-12.0,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328754,2021-04-08 18:16:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813879,Total charges for Order 22813879,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328769,2021-04-08 18:16:49,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813880,Total charges for Order 22813880,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328782,2021-04-08 18:16:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813881,Total charges for Order 22813881,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328815,2021-04-08 18:16:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813883,Total charges for Order 22813883,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328923,2021-04-08 18:17:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813884,Total charges for Order 22813884,-15.7,0.0,-12.0,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96328997,2021-04-08 18:17:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813886,Total charges for Order 22813886,-15.38,0.0,-11.68,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329015,2021-04-08 18:17:36,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813887,Total charges for Order 22813887,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329029,2021-04-08 18:17:42,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813889,Total charges for Order 22813889,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329046,2021-04-08 18:17:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813890,Total charges for Order 22813890,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329070,2021-04-08 18:17:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813892,Total charges for Order 22813892,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329087,2021-04-08 18:17:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813893,Total charges for Order 22813893,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329137,2021-04-08 18:18:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813894,Total charges for Order 22813894,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329141,2021-04-08 18:18:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813896,Total charges for Order 22813896,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329151,2021-04-08 18:18:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813897,Total charges for Order 22813897,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329169,2021-04-08 18:18:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813898,Total charges for Order 22813898,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329181,2021-04-08 18:18:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813899,Total charges for Order 22813899,-15.38,0.0,-11.68,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329196,2021-04-08 18:18:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813900,Total charges for Order 22813900,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329211,2021-04-08 18:18:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813902,Total charges for Order 22813902,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329227,2021-04-08 18:18:20,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813903,Total charges for Order 22813903,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329242,2021-04-08 18:18:23,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813904,Total charges for Order 22813904,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329261,2021-04-08 18:18:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813905,Total charges for Order 22813905,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329269,2021-04-08 18:18:28,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813906,Total charges for Order 22813906,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329277,2021-04-08 18:18:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813907,Total charges for Order 22813907,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329285,2021-04-08 18:18:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813909,Total charges for Order 22813909,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329289,2021-04-08 18:18:34,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813912,Total charges for Order 22813912,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329308,2021-04-08 18:18:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813913,Total charges for Order 22813913,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329326,2021-04-08 18:18:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813916,Total charges for Order 22813916,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329341,2021-04-08 18:18:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813919,Total charges for Order 22813919,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329661,2021-04-08 18:20:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813920,Total charges for Order 22813920,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329676,2021-04-08 18:20:16,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813922,Total charges for Order 22813922,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329685,2021-04-08 18:20:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813923,Total charges for Order 22813923,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329742,2021-04-08 18:20:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813928,Total charges for Order 22813928,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329751,2021-04-08 18:20:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813926,Total charges for Order 22813926,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329777,2021-04-08 18:20:37,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813929,Total charges for Order 22813929,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329793,2021-04-08 18:20:39,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813930,Total charges for Order 22813930,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329810,2021-04-08 18:20:41,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813932,Total charges for Order 22813932,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329819,2021-04-08 18:20:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813934,Total charges for Order 22813934,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329834,2021-04-08 18:20:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813937,Total charges for Order 22813937,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329844,2021-04-08 18:20:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813939,Total charges for Order 22813939,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329854,2021-04-08 18:20:53,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813940,Total charges for Order 22813940,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329875,2021-04-08 18:20:57,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813942,Total charges for Order 22813942,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329901,2021-04-08 18:21:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813943,Total charges for Order 22813943,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329920,2021-04-08 18:21:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813944,Total charges for Order 22813944,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329939,2021-04-08 18:21:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813945,Total charges for Order 22813945,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329949,2021-04-08 18:21:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813946,Total charges for Order 22813946,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329953,2021-04-08 18:21:12,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813947,Total charges for Order 22813947,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329970,2021-04-08 18:21:15,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813949,Total charges for Order 22813949,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329989,2021-04-08 18:21:18,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813951,Total charges for Order 22813951,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96329997,2021-04-08 18:21:21,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813952,Total charges for Order 22813952,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330008,2021-04-08 18:21:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813953,Total charges for Order 22813953,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330013,2021-04-08 18:21:26,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813954,Total charges for Order 22813954,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330021,2021-04-08 18:21:29,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813955,Total charges for Order 22813955,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330030,2021-04-08 18:21:31,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813956,Total charges for Order 22813956,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330044,2021-04-08 18:21:33,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813957,Total charges for Order 22813957,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330059,2021-04-08 18:21:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813959,Total charges for Order 22813959,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330077,2021-04-08 18:21:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813960,Total charges for Order 22813960,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330089,2021-04-08 18:21:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813961,Total charges for Order 22813961,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330108,2021-04-08 18:21:42,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813962,Total charges for Order 22813962,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330133,2021-04-08 18:21:45,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813963,Total charges for Order 22813963,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330165,2021-04-08 18:21:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813964,Total charges for Order 22813964,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330181,2021-04-08 18:22:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813965,Total charges for Order 22813965,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330203,2021-04-08 18:22:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813967,Total charges for Order 22813967,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330217,2021-04-08 18:22:07,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813968,Total charges for Order 22813968,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330229,2021-04-08 18:22:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,22813969,Total charges for Order 22813969,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330242,2021-04-08 18:22:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23259532,Total charges for Order 23259532,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330270,2021-04-08 18:22:14,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23259534,Total charges for Order 23259534,-15.7,0.0,-12.0,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96330393,2021-04-08 18:22:48,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23259535,Total charges for Order 23259535,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96340061,2021-04-08 18:57:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23705671,Total charges for Order 23705671,-13.32,0.0,-9.62,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96348202,2021-04-08 19:35:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624380,Total charges for Order 23624380,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349030,2021-04-08 19:39:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624382,Total charges for Order 23624382,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349038,2021-04-08 19:39:28,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624383,Total charges for Order 23624383,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349047,2021-04-08 19:39:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624385,Total charges for Order 23624385,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349058,2021-04-08 19:39:32,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624386,Total charges for Order 23624386,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349071,2021-04-08 19:39:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624387,Total charges for Order 23624387,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349078,2021-04-08 19:39:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624389,Total charges for Order 23624389,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349100,2021-04-08 19:39:42,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624390,Total charges for Order 23624390,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349114,2021-04-08 19:39:44,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624391,Total charges for Order 23624391,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349133,2021-04-08 19:39:47,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624393,Total charges for Order 23624393,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349154,2021-04-08 19:39:50,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624394,Total charges for Order 23624394,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349166,2021-04-08 19:39:52,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624395,Total charges for Order 23624395,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349178,2021-04-08 19:39:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624397,Total charges for Order 23624397,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349193,2021-04-08 19:39:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624398,Total charges for Order 23624398,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349206,2021-04-08 19:40:01,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624399,Total charges for Order 23624399,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349214,2021-04-08 19:40:02,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624400,Total charges for Order 23624400,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349218,2021-04-08 19:40:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624401,Total charges for Order 23624401,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349256,2021-04-08 19:40:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624402,Total charges for Order 23624402,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349263,2021-04-08 19:40:11,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624403,Total charges for Order 23624403,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349285,2021-04-08 19:40:20,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624404,Total charges for Order 23624404,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349318,2021-04-08 19:40:25,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624405,Total charges for Order 23624405,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349334,2021-04-08 19:40:30,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624407,Total charges for Order 23624407,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349346,2021-04-08 19:40:35,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624408,Total charges for Order 23624408,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349363,2021-04-08 19:40:38,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624409,Total charges for Order 23624409,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349382,2021-04-08 19:40:40,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624410,Total charges for Order 23624410,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349402,2021-04-08 19:40:43,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624411,Total charges for Order 23624411,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349424,2021-04-08 19:40:46,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624412,Total charges for Order 23624412,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349445,2021-04-08 19:40:52,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624414,Total charges for Order 23624414,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349462,2021-04-08 19:40:55,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624415,Total charges for Order 23624415,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349474,2021-04-08 19:40:58,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624416,Total charges for Order 23624416,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349488,2021-04-08 19:40:59,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624417,Total charges for Order 23624417,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349496,2021-04-08 19:41:02,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624418,Total charges for Order 23624418,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349507,2021-04-08 19:41:04,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624419,Total charges for Order 23624419,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349518,2021-04-08 19:41:06,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624421,Total charges for Order 23624421,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
96349538,2021-04-08 19:41:09,7044,Diggers Factory,1,Whiplash,4,Ypsilanti,Order,23624422,Total charges for Order 23624422,-7.5,0.0,-3.8,0.0,-2.5,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
